# text	start:end:type,...
他从五莲路返回	2:5:LOC
黄丕烈前往葛田乡并加入葛田证券交易所	0:3:PER,5:8:LOC,11:18:ORG
侯鹄参加了项目评审	0:2:PER
团队前往补浪河乡开展调研	4:8:LOC
团队前往沿港路开展调研	4:7:LOC
他从河北省香河县返回	2:8:LOC
南大街技术委员会完成系统升级	0:8:ORG
记者采访了詹景凤并发布报道	5:8:PER
林瀚前往云海路并加入兰英产业集团	0:2:PER,4:7:LOC,10:16:ORG
他从江苏溧阳市溧城镇返回	2:10:LOC
项目位于汤家村附近	4:7:LOC
项目位于尾洋村附近	4:7:LOC
记者采访了凌岩并发布报道	5:7:PER
侯振宇精神广为流传	0:3:PER
他加入了福建龙海市角美科学院	4:14:ORG
舒家坝中心医院完成系统升级	0:7:ORG
货物已经抵达槐山	6:8:LOC
报告由马杜桥联合实验室提交	3:11:ORG
高昂的成本需要控制	-
团队前往杭州湾开展调研	4:7:LOC
报告由滨康小人民医院提交	3:10:ORG
记者采访了劳拉并发布报道	5:7:PER
这所大学今天开学	-
马士英精神广为流传	0:3:PER
我们与近埠智算中心签署协议	3:9:ORG
管干贞精神广为流传	0:3:PER
仙台坝数据研究院发布了新模型	0:8:ORG
赵秉忠参加了项目评审	0:3:PER
他从盖朗厄尔峡湾返回	2:8:LOC
会议由周矩主持	3:5:PER
报告由大街智算中心提交	3:9:ORG
会议由李鑫淼主持	3:6:PER
百花新计算所完成系统升级	0:6:ORG
龙腾计算所发布了新模型	0:5:ORG
团队前往凌宾路开展调研	4:7:LOC
货物已经抵达西马街	6:9:LOC
他加入了三叉人民政府	4:10:ORG
田间管理需要加强	-
系统正在正常运行	-
报告由王佑证券交易所提交	3:10:ORG
他加入了馥郁苑社证券交易所	4:13:ORG
东坞科技有限公司完成系统升级	0:8:ORG
东海林今天发表讲话	0:3:PER
文衡今天发表讲话	0:2:PER
记者采访了邓郁并发布报道	5:7:PER
许家大学完成系统升级	0:4:ORG
万年大学发布了新模型	0:4:ORG
团队前往现场开展调研	-
纱帽科技有限公司完成系统升级	0:8:ORG
货物已经抵达茶园山	6:9:LOC
我们与和田计算所签署协议	3:8:ORG
会议由雷涅主持	3:5:PER
记者采访了小广并发布报道	5:7:PER
他从宝秀路返回	2:5:LOC
我们与小尧人民政府签署协议	3:9:ORG
黄磜镇发布了最新通知	0:3:LOC
陈伯宗精神广为流传	0:3:PER
田间管理需要加强	-
报告由汉川产业集团提交	3:9:ORG
报告由贵阳证券交易所提交	3:10:ORG
李安全前往君竹路并加入君竹科学院	0:3:PER,5:8:LOC,11:16:ORG
他从永楠路返回	2:5:LOC
李翰卿在技术团队工作	0:3:PER
路由器出现网络故障	-
他加入了西格木计算所	4:10:ORG
河源县发布了最新通知	0:3:LOC
沈景修在技术团队工作	0:3:PER
南农社数据研究院发布了新模型	0:8:ORG
报告由许昌联合实验室提交	3:10:ORG
我们与永福科技有限公司签署协议	3:11:ORG
团队前往巢湖地区开展调研	4:8:LOC
南京市长今天讲话	0:2:LOC
会议由沈莹主持	3:5:PER
金农精神广为流传	0:2:PER
理化苗族彝族联合实验室发布了新模型	0:11:ORG
项目位于浙江温岭市箬横镇附近	4:12:LOC
会议由贺衷寒主持	3:6:PER
八总商业银行发布了新模型	0:6:ORG
古拉乡发布了最新通知	0:3:LOC
我们联系了张舒涵	5:8:PER
我们联系了武卫强	5:8:PER
会议由陶楷主持	3:5:PER
他加入了盘锦市双台子科学院	4:13:ORG
会议由小伊主持	3:5:PER
简村发布了最新通知	0:2:LOC
这所大学今天开学	-
我们与增城科学院签署协议	3:8:ORG
他加入了三里河中心医院	4:11:ORG
他从苏堡镇返回	2:5:LOC
团队前往牛湖村开展调研	4:7:LOC
沙洲坝镇发布了最新通知	0:4:LOC
货物已经抵达和安村	6:9:LOC
他加入了英雄开发计算所	4:11:ORG
小经在技术团队工作	0:2:PER
医院附近交通比较拥堵	-
胡梅今天发表讲话	0:2:PER
我们与甘露园小证券交易所签署协议	3:12:ORG
金乙东前往小白楼村并加入小白楼科学院	0:3:PER,5:9:LOC,12:18:ORG
昂拉证券交易所完成系统升级	0:7:ORG
团队前往南通市开展调研	4:7:LOC
高昂的成本需要控制	-
医院附近交通比较拥堵	-
他从小河村返回	2:5:LOC
团队前往人民东路开展调研	4:8:LOC
研究生命起源	-
报告由朝阳寺技术委员会提交	3:11:ORG
团队前往成洲开展调研	4:6:LOC
会议由陆洪涛主持	3:6:PER
我们联系了吴奇隆	5:8:PER
梁寒操参加了项目评审	0:3:PER
世纪证券交易所完成系统升级	0:7:ORG
他加入了王河中心医院	4:10:ORG
阿彭前往上步南路并加入江南春人民医院	0:2:PER,4:8:LOC,11:18:ORG
王敏川今天发表讲话	0:3:PER
于曙光精神广为流传	0:3:PER
报告由海坨产业集团提交	3:9:ORG
货物已经抵达傅家洲	6:9:LOC
团队前往新华社区开展调研	4:8:LOC
团队前往铜山县开展调研	4:7:LOC
他从海汕公路返回	2:6:LOC
我们与石墩河技术委员会签署协议	3:11:ORG
路由器出现网络故障	-
槐柏树中心医院完成系统升级	0:7:ORG
汤家证券交易所完成系统升级	0:7:ORG
项目位于石府社区附近	4:8:LOC
贺杖子乡发布了最新通知	0:4:LOC
报告由凌宾商业银行提交	3:9:ORG
环镇北技术委员会发布了新模型	0:8:ORG
货物已经抵达八卦新村	6:10:LOC
项目位于紫云山附近	4:7:LOC
负责人参加了项目评审	-
这所大学今天开学	-
报告由连花商业银行提交	3:9:ORG
项目位于商报路附近	4:7:LOC
庄周前往天后宫街并加入天后宫科学院	0:2:PER,4:8:LOC,11:17:ORG
李势精神广为流传	0:2:PER
他从杨楼村返回	2:5:LOC
闫勤精神广为流传	0:2:PER
山田信夫精神广为流传	0:4:PER
团队前往王四营村开展调研	4:8:LOC
汪洋大海一望无际	-
我们与环西新科技有限公司签署协议	3:12:ORG
报告由车城南智算中心提交	3:10:ORG
你还小明天再说	-
余安在技术团队工作	0:2:PER
普通用户今天提交申请	-
证券交易今天恢复正常	-
我们与金谷东园社证券交易所签署协议	3:13:ORG
市长春节前发表讲话	-
永太乡发布了最新通知	0:3:LOC
八宝山发布了最新通知	0:3:LOC
团队前往现场开展调研	-
我们与海阳大学签署协议	3:7:ORG
我们与剪子中心医院签署协议	3:9:ORG
市长今天发表讲话	-
他从西环路返回	2:5:LOC
我们联系了小华	5:7:PER
他加入了引铺联合实验室	4:11:ORG
他从梵古水郡小区返回	2:8:LOC
他从建新北区返回	2:6:LOC
研究生命起源	-
我们与碗米坡数据研究院签署协议	3:11:ORG
鳝溪校区发布了最新通知	0:4:LOC
我们与西拨子数据研究院签署协议	3:11:ORG
周海滨今天发表讲话	0:3:PER
负责人参加了项目评审	-
团队前往现场开展调研	-
我们与天府长技术委员会签署协议	3:11:ORG
报告由水北证券交易所提交	3:10:ORG
项目位于微山湖附近	4:7:LOC
货物已经抵达东长沟村	6:10:LOC
他加入了尚志技术委员会	4:11:ORG
黄季陆前往塔山西路并加入塔山西中心医院	0:3:PER,5:9:LOC,12:19:ORG
他从江头村返回	2:5:LOC
团队前往电子小区开展调研	4:8:LOC
团队前往藜山乡开展调研	4:7:LOC
报告由巩留人民政府提交	3:9:ORG
他从西沟外村返回	2:6:LOC
李安在技术团队工作	0:2:PER
团队前往蒋坪村开展调研	4:7:LOC
系统正在正常运行	-
团队前往现场开展调研	-
项目位于观音山附近	4:7:LOC
货物已经抵达福华三路	6:10:LOC
山西省运城计算所发布了新模型	0:8:ORG
吉山发布了最新通知	0:2:LOC
记者采访了何绍周并发布报道	5:8:PER
赖厝社区发布了最新通知	0:4:LOC
我们联系了俞兆晟	5:8:PER
梁文道在技术团队工作	0:3:PER
研究生命起源	-
我们与富乐社人民医院签署协议	3:10:ORG
项目位于徐戎路附近	4:7:LOC
货物已经抵达桃浦七村	6:10:LOC
他从法国巴黎返回	2:4:LOC,4:6:LOC
记者采访了孙桓并发布报道	5:7:PER
汉古尔河科学院发布了新模型	0:7:ORG
负责人参加了项目评审	-
团队前往跃龙南路开展调研	4:8:LOC
合溪数据研究院完成系统升级	0:7:ORG
记者采访了东野圭吾并发布报道	5:9:PER
王士雯今天发表讲话	0:3:PER
记者采访了黄体芳并发布报道	5:8:PER
我们与建筑新联合实验室签署协议	3:11:ORG
陆九渊前往西黄村小区并加入西黄村小联合实验室	0:3:PER,5:10:LOC,13:22:ORG
路由器出现网络故障	-
系统正在正常运行	-
报告由渣坪人民医院提交	3:9:ORG
南京市长今天讲话	0:2:LOC
货物已经抵达三岭村	6:9:LOC
记者采访了陈谦寿并发布报道	5:8:PER
明中科学院发布了新模型	0:5:ORG
我们与宝云计算所签署协议	3:8:ORG
赵越前往京山村并加入历城技术委员会	0:2:PER,4:7:LOC,10:17:ORG
报告由南洋证券交易所提交	3:10:ORG
团队前往皇岗村开展调研	4:7:LOC
余姝精神广为流传	0:2:PER
他加入了葵巷人民医院	4:10:ORG
沙洲坝大学完成系统升级	0:5:ORG
靳鑫今天发表讲话	0:2:PER
国际航空人民医院发布了新模型	0:8:ORG
定西路发布了最新通知	0:3:LOC
小冉参加了项目评审	0:2:PER
系统正在正常运行	-
他加入了乌牛证券交易所	4:11:ORG
我们联系了侯君集	5:8:PER
报告由东押堤人民医院提交	3:10:ORG
市长春节前发表讲话	-
林少猫前往厦门路并加入厦门中心医院	0:3:PER,5:8:LOC,11:17:ORG
记者采访了马艳丽并发布报道	5:8:PER
报告由东升小技术委员会提交	3:11:ORG
他加入了青洲人民政府	4:10:ORG
报告由二道渠科学院提交	3:9:ORG
我们联系了管学军	5:8:PER
岳美中精神广为流传	0:3:PER
山口百惠精神广为流传	0:4:PER
记者采访了李驹并发布报道	5:7:PER
团队前往大丰东马路开展调研	4:9:LOC
我们与东西证券交易所签署协议	3:10:ORG
项目位于大河路附近	4:7:LOC
团队前往圆恩寺社区开展调研	4:9:LOC
我们与浙大西溪校数据研究院签署协议	3:13:ORG
万籁鸣前往莫家巷并加入莫家人民医院	0:3:PER,5:8:LOC,11:17:ORG
广园新数据研究院发布了新模型	0:8:ORG
新道商业银行完成系统升级	0:6:ORG
他从莲花山返回	2:5:LOC
报告由善坛技术委员会提交	3:10:ORG
团队前往龙盘湖开展调研	4:7:LOC
报告由湖中人民医院提交	3:9:ORG
他加入了上甸子大学	4:9:ORG
记者采访了吕天成并发布报道	5:8:PER
团队前往正巷开展调研	4:6:LOC
他从永丰中路返回	2:6:LOC
报告由柳家证券交易所提交	3:10:ORG
我们与条河中心医院签署协议	3:9:ORG
货物已经抵达潮鸣小区	6:10:LOC
他从宾达乡返回	2:5:LOC
会议由陶红主持	3:5:PER
王溥精神广为流传	0:2:PER
我们联系了艾昕	5:7:PER
我们联系了顾雍	5:7:PER
字符串优化知识库	-
九樵证券交易所完成系统升级	0:7:ORG
货物已经抵达小尧村	6:9:LOC
梁军精神广为流传	0:2:PER
项目位于庆隆乡附近	4:7:LOC
研究生命起源	-
会议由郝萌主持	3:5:PER
货物已经抵达翠景工业区	6:11:LOC
我们与商贸计算所签署协议	3:8:ORG
曹日晖参加了项目评审	0:3:PER
我们与丹凤人民医院签署协议	3:9:ORG
塔子城镇发布了最新通知	0:4:LOC
他加入了亳县智算中心	4:10:ORG
西陵一联合实验室发布了新模型	0:8:ORG
大王人民医院发布了新模型	0:6:ORG
后洼子大学完成系统升级	0:5:ORG
市长今天发表讲话	-
柏杨河哈萨克族乡发布了最新通知	0:8:LOC
我们联系了张祖同	5:8:PER
货物已经抵达浙江诸暨市草塔镇	6:14:LOC
老屋坪科学院完成系统升级	0:6:ORG
报告由公交六公司西联合实验室提交	3:14:ORG
项目位于柳家河附近	4:7:LOC
他加入了新余科技有限公司	4:12:ORG
路由器出现故障	-
货物已经抵达工农路	6:9:LOC
金湖人民政府发布了新模型	0:6:ORG
徐锡麟精神广为流传	0:3:PER
会议由李意主持	3:5:PER
项目位于大直沽西路附近	4:9:LOC
我们与杨家山科学院签署协议	3:9:ORG
他加入了松城智算中心	4:10:ORG
宋伯仁参加了项目评审	0:3:PER
报告由大兴西路社技术委员会提交	3:13:ORG
秦梁在技术团队工作	0:2:PER
伯玉前往铜鼎乡并加入水溪数据研究院	0:2:PER,4:7:LOC,10:17:ORG
项目位于大曲堤乡附近	4:8:LOC
他从新洲路返回	2:5:LOC
货物已经抵达周口市	6:9:LOC
我们与陶泉智算中心签署协议	3:9:ORG
我们联系了邱岳峰	5:8:PER
负责人参加了项目评审	-
我们与村下数据研究院签署协议	3:10:ORG
我们联系了季振宜	5:8:PER
田间管理需要加强	-
团队前往顺义滨河小区开展调研	4:10:LOC
汪琬参加了项目评审	0:2:PER
报告由石桥科技有限公司提交	3:11:ORG
医院附近交通比较拥堵	-
大竹智算中心完成系统升级	0:6:ORG
亮坪村发布了最新通知	0:3:LOC
项目位于瓦房彝族苗族乡附近	4:11:LOC
他加入了浪坪数据研究院	4:11:ORG
贵民人民医院发布了新模型	0:6:ORG
他从白芒山返回	2:5:LOC
项目位于东坑村附近	4:7:LOC
洛川东技术委员会完成系统升级	0:8:ORG
黄蓉在技术团队工作	0:2:PER
记者采访了韩菼并发布报道	5:7:PER
王用之前往溪后村并加入启安技术委员会	0:3:PER,5:8:LOC,11:18:ORG
货物已经抵达广东路	6:9:LOC
记者采访了汪道昆并发布报道	5:8:PER
项目位于三堡社区附近	4:8:LOC
他从泥龙乡返回	2:5:LOC
我们与春秀证券交易所签署协议	3:10:ORG
周传雄在技术团队工作	0:3:PER
团队前往尚德路开展调研	4:7:LOC
研究院正在建设新平台	-
团队前往八七路开展调研	4:7:LOC
患者服用药物控制症状	-
高贤数据研究院发布了新模型	0:7:ORG
我们与紫荆人民政府签署协议	3:9:ORG
张毅在技术团队工作	0:2:PER
货物已经抵达虎丘路	6:9:LOC
项目位于桃子湖路附近	4:8:LOC
姬野前往金发工业区并加入措布西证券交易所	0:2:PER,4:9:LOC,12:20:ORG
翁文灏在技术团队工作	0:3:PER
应采儿参加了项目评审	0:3:PER
我们联系了周宁	5:7:PER
团队前往合浦郡开展调研	4:7:LOC
货物已经抵达西弗吉尼亚州	6:12:LOC
他从万聚庄村返回	2:6:LOC
董卓精神广为流传	0:2:PER
贾尼在技术团队工作	0:2:PER
祝静参加了项目评审	0:2:PER
记者采访了艾薇塔并发布报道	5:8:PER
报告由教育科学院提交	3:8:ORG
项目位于横沙村附近	4:7:LOC
汪洋大海一望无际	-
华黎明精神广为流传	0:3:PER
团队前往劳村开展调研	4:6:LOC
报告由河北省丰南智算中心提交	3:12:ORG
我们与竹园产业集团签署协议	3:9:ORG
他从偃师县返回	2:5:LOC
团队前往梅洲乡开展调研	4:7:LOC
首阳人民政府完成系统升级	0:6:ORG
汤镇业精神广为流传	0:3:PER
会议由李雪松主持	3:6:PER
浦起龙前往马头山并加入马头科技有限公司	0:3:PER,5:8:LOC,11:19:ORG
新庵人民医院完成系统升级	0:6:ORG
铁山科技有限公司发布了新模型	0:8:ORG
巴州智算中心发布了新模型	0:6:ORG
项目位于古城西路南社区附近	4:11:LOC
会议由元淮主持	3:5:PER
他从陈湾村返回	2:5:LOC
小赵庄乡发布了最新通知	0:4:LOC
刘海粟前往前曹各庄村并加入前曹各庄技术委员会	0:3:PER,5:10:LOC,13:22:ORG
我们联系了方熊	5:7:PER
系统正在正常运行	-
报告由西湾人民医院提交	3:9:ORG
国防路发布了最新通知	0:3:LOC
市长今天发表讲话	-
团队前往尾山开展调研	4:6:LOC
他从怒江州返回	2:5:LOC
井上雄彦今天发表讲话	0:4:PER
周元王在技术团队工作	0:3:PER
焦竑今天发表讲话	0:2:PER
我们与隆盛庄商业银行签署协议	3:10:ORG
证券交易今天恢复正常	-
边马乡发布了最新通知	0:3:LOC
报告由萝卜田科学院提交	3:9:ORG
团队前往金井村开展调研	4:7:LOC
镇北中心医院完成系统升级	0:6:ORG
孔侑今天发表讲话	0:2:PER
白云村发布了最新通知	0:3:LOC
张光东前往内灶村并加入内灶证券交易所	0:3:PER,5:8:LOC,11:18:ORG
平乐瑶族乡发布了最新通知	0:5:LOC
阿强加入云海数据研究院	0:2:PER,4:11:ORG
我们联系了冯勇强	5:8:PER
高子平精神广为流传	0:3:PER
项目位于船村附近	4:6:LOC
报告由江西证券交易所提交	3:10:ORG
旧宫地区发布了最新通知	0:4:LOC
彭杰如参加了项目评审	0:3:PER
永清二科学院发布了新模型	0:6:ORG
团队前往潼桥村开展调研	4:7:LOC
货物已经抵达阳明山	6:9:LOC
翁红前往徐戎三村并加入华南国际商联合实验室	0:2:PER,4:8:LOC,11:21:ORG
吾合沙鲁科学院完成系统升级	0:7:ORG
习仲勋前往双桥路并加入双桥数据研究院	0:3:PER,5:8:LOC,11:18:ORG
他从八角楼乡返回	2:6:LOC
马叙伦参加了项目评审	0:3:PER
记者采访了邹谦并发布报道	5:7:PER
宗安精神广为流传	0:2:PER
含元殿村发布了最新通知	0:4:LOC
会议由杨讷主持	3:5:PER
团队前往中华西路开展调研	4:8:LOC
他加入了三环计算所	4:9:ORG
罗京前往翠林三里社区并加入翠林三里社中心医院	0:2:PER,4:10:LOC,13:22:ORG
李梦阳前往教育街并加入教育科学院	0:3:PER,5:8:LOC,11:16:ORG
隆政镇发布了最新通知	0:3:LOC
我们与大联产业集团签署协议	3:9:ORG
曹碾满族中心医院发布了新模型	0:8:ORG
他从关正街返回	2:5:LOC
万荣科技有限公司发布了新模型	0:8:ORG
这所大学今天开学	-
项目位于团乐村附近	4:7:LOC
报告由巴什兰干科技有限公司提交	3:13:ORG
大学毕业以后继续深造	-
他从武定西路返回	2:6:LOC
货物已经抵达卡哈洛乡	6:10:LOC
新宅小产业集团发布了新模型	0:7:ORG
团队前往福场路开展调研	4:7:LOC
鄞县中心数据研究院发布了新模型	0:9:ORG
会议由胡紫薇主持	3:6:PER
杨恩寿前往五老村并加入五老技术委员会	0:3:PER,5:8:LOC,11:18:ORG
我们与新会科技有限公司签署协议	3:11:ORG
永三村发布了最新通知	0:3:LOC
西关科技有限公司发布了新模型	0:8:ORG
货物已经抵达鹿湖	6:8:LOC
大学毕业以后继续深造	-
虎头山发布了最新通知	0:3:LOC
唐世美今天发表讲话	0:3:PER
记者采访了柯以柔并发布报道	5:8:PER
货物已经抵达菌边村	6:9:LOC
他加入了眉州科技有限公司	4:12:ORG
项目位于军山附近	4:6:LOC
我们联系了王诩	5:7:PER
团队前往裕龙三区开展调研	4:8:LOC
记者采访了周孝王并发布报道	5:8:PER
鹤城发布了最新通知	0:2:LOC
路由器出现网络故障	-
李公麟在技术团队工作	0:3:PER
项目位于祁村附近	4:6:LOC
团队前往上新村开展调研	4:7:LOC
团队前往北下庄乡开展调研	4:8:LOC
我们与沟里人民医院签署协议	3:9:ORG
经纬参加了项目评审	0:2:PER
他从青西村返回	2:5:LOC
团队前往忠烈祠街开展调研	4:8:LOC
三黄庄村发布了最新通知	0:4:LOC
你还小明天再说	-
他从鸿安村返回	2:5:LOC
北京东大学发布了新模型	0:5:ORG
我们联系了高凤翰	5:8:PER
字符串优化知识库	-
我们与小青人民政府签署协议	3:9:ORG
大学毕业以后继续深造	-
项目位于香山东街附近	4:8:LOC
路由器出现故障	-
团队前往牙克石市开展调研	4:8:LOC
拜殿智算中心发布了新模型	0:6:ORG
北岳村发布了最新通知	0:3:LOC
杨应春今天发表讲话	0:3:PER
报告由黄雷中心医院提交	3:9:ORG
沈恒今天发表讲话	0:2:PER
市长今天发表讲话	-
会议由周建人主持	3:6:PER
记者采访了邹穆公并发布报道	5:8:PER
货物已经抵达松多乡	6:9:LOC
货物已经抵达南甸子镇	6:10:LOC
项目位于象山村附近	4:7:LOC
我们与五老技术委员会签署协议	3:10:ORG
会议由刘嗣绾主持	3:6:PER
天星数据研究院发布了新模型	0:7:ORG
林奴儿在技术团队工作	0:3:PER
林凤娇前往网山村并加入网山中心医院	0:3:PER,5:8:LOC,11:17:ORG
路由器出现网络故障	-
我们与南体人民政府签署协议	3:9:ORG
团队前往劳动路开展调研	4:7:LOC
报告由黄坭人民政府提交	3:9:ORG
海泰发展二大学发布了新模型	0:7:ORG
铜铺数据研究院发布了新模型	0:7:ORG
他从李达窑乡返回	2:6:LOC
普通用户今天提交申请	-
刘福通前往渭南地区并加入渭南地产业集团	0:3:PER,5:9:LOC,12:19:ORG
横溪商业银行完成系统升级	0:6:ORG
吴仲禧前往永盛乡并加入永盛商业银行	0:3:PER,5:8:LOC,11:17:ORG
古利特精神广为流传	0:3:PER
团队前往石龙村开展调研	4:7:LOC
项目位于铜陵路附近	4:7:LOC
市长今天发表讲话	-
田间管理需要加强	-
我们与梧村计算所签署协议	3:8:ORG
他从右外大街返回	2:6:LOC
我们与上钱科技有限公司签署协议	3:11:ORG
高昂的成本需要控制	-
报告由呼玛计算所提交	3:8:ORG
何祎前往庆阳县并加入浙江宁海县黄坛计算所	0:2:PER,4:7:LOC,10:20:ORG
平海路发布了最新通知	0:3:LOC
大学毕业以后继续深造	-
我们与可乐联合实验室签署协议	3:10:ORG
他加入了九华智算中心	4:10:ORG
他从和平村返回	2:5:LOC
团队前往宁木特乡开展调研	4:8:LOC
微山发布了最新通知	0:2:LOC
报告由白潼联合实验室提交	3:10:ORG
赵忠前往翠苑一区并加入翠苑一智算中心	0:2:PER,4:8:LOC,11:18:ORG
王树声今天发表讲话	0:3:PER
我们与红光商业银行签署协议	3:9:ORG
杨赓笙在技术团队工作	0:3:PER
路由器出现网络故障	-
常州中心医院发布了新模型	0:6:ORG
医院附近交通比较拥堵	-
他加入了赤涧傅联合实验室	4:12:ORG
刘国梁今天发表讲话	0:3:PER
团队前往拱北小区开展调研	4:8:LOC
团队前往协雄乡开展调研	4:7:LOC
记者采访了蔡智堪并发布报道	5:8:PER
他从米市大街返回	2:6:LOC
市长春节前发表讲话	-
方村联合实验室发布了新模型	0:7:ORG
后任科技有限公司发布了新模型	0:8:ORG
市长今天发表讲话	-
岚漪镇发布了最新通知	0:3:LOC
他从晒北滩瑶族乡返回	2:8:LOC
顾珊今天发表讲话	0:2:PER
项目位于岩屋村附近	4:7:LOC
货物已经抵达海港	6:8:LOC
报告由吉曲技术委员会提交	3:10:ORG
我们与湄浦计算所签署协议	3:8:ORG
木樨园第二社科技有限公司完成系统升级	0:12:ORG
项目位于西二旗北路附近	4:9:LOC
项目位于库尔特乡附近	4:8:LOC
李新芳在技术团队工作	0:3:PER
谢有顺今天发表讲话	0:3:PER
团队前往营合乡开展调研	4:7:LOC
项目位于临泉路附近	4:7:LOC
郑家村发布了最新通知	0:3:LOC
李再华参加了项目评审	0:3:PER
记者采访了乔松年并发布报道	5:8:PER
项目位于海地路附近	4:7:LOC
报告由沧州市新华商业银行提交	3:12:ORG
医院附近交通比较拥堵	-
进安回族计算所发布了新模型	0:7:ORG
我们与蒙古营子产业集团签署协议	3:11:ORG
记者采访了薛怀并发布报道	5:7:PER
丁西林今天发表讲话	0:3:PER
杨惠珊参加了项目评审	0:3:PER
团队前往巴音库鲁提乡开展调研	4:10:LOC
货物已经抵达咸通路	6:9:LOC
我们联系了王坚	5:7:PER
报告由巩义科技有限公司提交	3:11:ORG
报告由望湖产业集团提交	3:9:ORG
胡忠前往新开中路并加入潍河科技有限公司	0:2:PER,4:8:LOC,11:19:ORG
市长今天发表讲话	-
患者服用药物控制症状	-
伊秉绶前往岭南村并加入岭南技术委员会	0:3:PER,5:8:LOC,11:18:ORG
字符串优化知识库	-
货物已经抵达庆阳市	6:9:LOC
团队前往南独乐河开展调研	4:8:LOC
货物已经抵达玉桥东路	6:10:LOC
陈宝国参加了项目评审	0:3:PER
黄草岭乡发布了最新通知	0:4:LOC
傅鹰前往南堤寺西村并加入南堤寺西科技有限公司	0:2:PER,4:9:LOC,12:22:ORG
爱德华兹今天发表讲话	0:4:PER
曹锡宝前往东一条路并加入东一条技术委员会	0:3:PER,5:9:LOC,12:20:ORG
货物已经抵达村庄村	6:9:LOC
六安技术委员会完成系统升级	0:7:ORG
医院附近交通比较拥堵	-
那佐苗族大学完成系统升级	0:6:ORG
段伯宇参加了项目评审	0:3:PER
货物已经抵达建兴村	6:9:LOC
王雷在技术团队工作	0:2:PER
永丰中大学完成系统升级	0:5:ORG
他加入了石家技术委员会	4:11:ORG
历城发布了最新通知	0:2:LOC
报告由双洛联合实验室提交	3:10:ORG
我们与排子坪中心医院签署协议	3:10:ORG
我们与后峡地大学签署协议	3:8:ORG
李瑞英前往盖山并加入盖山大学	0:3:PER,5:7:LOC,10:14:ORG
普通用户今天提交申请	-
记者采访了秦日纲并发布报道	5:8:PER
汪洋大海一望无际	-
团队前往宝华山开展调研	4:7:LOC
田海蓉在技术团队工作	0:3:PER
赵师秀在技术团队工作	0:3:PER
他加入了文昌人民政府	4:10:ORG
章子怡今天发表讲话	0:3:PER
魏续精神广为流传	0:2:PER
王沅在技术团队工作	0:2:PER
我们与张鲁回族人民政府签署协议	3:11:ORG
我们联系了小皮	5:7:PER
膺福智算中心完成系统升级	0:6:ORG
我们与三峡人民政府签署协议	3:9:ORG
团队前往公安巷开展调研	4:7:LOC
会议由蔡长沄主持	3:6:PER
我们与槐山人民医院签署协议	3:9:ORG
会议由王锡圭主持	3:6:PER
广东中山市南头镇发布了最新通知	0:8:LOC
货物已经抵达下渡乡	6:9:LOC
项目位于镇安路附近	4:7:LOC
漳河发布了最新通知	0:2:LOC
项目位于淮北市附近	4:7:LOC
会议由蒋敬主持	3:5:PER
记者采访了金准并发布报道	5:7:PER
团队前往皇木镇开展调研	4:7:LOC
会议由罗建文主持	3:6:PER
货物已经抵达托格日尕孜乡	6:12:LOC
冻列乡发布了最新通知	0:3:LOC
货物已经抵达大安澜营社区	6:12:LOC
王锡彤精神广为流传	0:3:PER
钱廉前往碧溪村并加入宝安南科技有限公司	0:2:PER,4:7:LOC,10:19:ORG
汪洋大海一望无际	-
我们联系了武伯英	5:8:PER
庙城地区发布了最新通知	0:4:LOC
南联路发布了最新通知	0:3:LOC
团队前往后厂村路开展调研	4:8:LOC
临潼路发布了最新通知	0:3:LOC
高臾产业集团完成系统升级	0:6:ORG
吉山智算中心发布了新模型	0:6:ORG
我们联系了何苗	5:7:PER
襄阳南商业银行完成系统升级	0:7:ORG
货物已经抵达秀溪村	6:9:LOC
项目位于定海县附近	4:7:LOC
他从宜都市返回	2:5:LOC
李元霸精神广为流传	0:3:PER
李国良前往吉林省并加入吉林证券交易所	0:3:PER,5:8:LOC,11:18:ORG
汗国产业集团完成系统升级	0:6:ORG
普通用户今天提交申请	-
安平小智算中心完成系统升级	0:7:ORG
元朗今天发表讲话	0:2:PER
礼贤巷发布了最新通知	0:3:LOC
会议由黄卿主持	3:5:PER
黄金堤技术委员会完成系统升级	0:8:ORG
他从武安县返回	2:5:LOC
林志杰今天发表讲话	0:3:PER
货物已经抵达福建南安市官桥镇	6:14:LOC
汪洋大海一望无际	-
我们联系了孔伯华	5:8:PER
吴宝大学发布了新模型	0:4:ORG
货物已经抵达祝家村	6:9:LOC
他从法国巴黎返回	2:4:LOC,4:6:LOC
三河尖科技有限公司发布了新模型	0:9:ORG
货物已经抵达镇北路	6:9:LOC
瑶琳计算所发布了新模型	0:5:ORG
宋冰洁今天发表讲话	0:3:PER
记者采访了顾沄并发布报道	5:7:PER
报告由济川数据研究院提交	3:10:ORG
巴彦淖尔证券交易所完成系统升级	0:9:ORG
聂铁文在技术团队工作	0:3:PER
他从沃底乡返回	2:5:LOC
隆美尔精神广为流传	0:3:PER
我们与西山产业集团签署协议	3:9:ORG
应劭前往裴庄乡并加入金坪产业集团	0:2:PER,4:7:LOC,10:16:ORG
记者采访了耿志炜并发布报道	5:8:PER
团队前往八南社区开展调研	4:8:LOC
他加入了宝美人民医院	4:10:ORG
王思思精神广为流传	0:3:PER
报告由巴音大学提交	3:7:ORG
