# text	start:end:type,...
用户正在比较计程车的使用体验。	6:9:PRODUCT
系统正在处理关于犹抱琵琶半遮面的常规信息。	-
医学资料中记录了剂量。	8:10:TECH
研究人员重新核对了王芳的相关记录。	9:11:PER
用户正在评价杏子的口感。	6:8:PRODUCT
研究人员重新核对了蒋介石的相关记录。	9:12:PER
医学资料中记录了中毒。	8:10:TECH
乔丹的生平资料正在整理。	0:2:PER
本次文档说明了当惊世界殊的基本情况。	-
马三立的生平资料正在整理。	0:3:PER
医学资料中记录了精神病。	8:11:TECH
项目正在评估修饰符的应用。	6:9:TECH
财经报告重点说明了预算。	9:11:TECH
团队计划前往邮政局开展调研。	6:9:LOC
研究人员重新核对了王平的相关记录。	9:11:PER
财经报告重点说明了需求。	9:11:TECH
本次文档说明了可望不可即的基本情况。	-
张莉的生平资料正在整理。	0:2:PER
萨摩耶犬被列入本次物种调查名单。	0:4:SPECIES
团队计划前往长江开展调研。	6:8:LOC
文档重点解释了基本类型。	7:11:TECH
研究人员正在分析黏膜。	8:10:TECH
文档重点解释了离线。	7:9:TECH
研究人员正在分析细菌。	8:10:TECH
系统正在处理关于长太息以掩涕兮的常规信息。	-
系统正在处理关于浓墨重彩的常规信息。	-
研究人员重新核对了斯诺的相关记录。	9:11:PER
研究人员重新核对了陈明的相关记录。	9:11:PER
本次路线将经过加工厂后继续向前。	7:10:LOC
团队计划前往安定开展调研。	6:8:LOC
本案适用证券市场。	4:8:LAW
五步蛇被列入本次物种调查名单。	0:3:SPECIES
系统正在处理关于新陈代谢的常规信息。	-
研究人员重新核对了穆罕默德的相关记录。	9:13:PER
本次路线将经过北京市后继续向前。	7:10:LOC
项目正在评估构造方法的应用。	6:10:TECH
研究人员正在分析辐射。	8:10:TECH
团队计划前往沙滩开展调研。	6:8:LOC
团队计划前往四楼开展调研。	6:8:LOC
系统正在处理关于春种一粒粟的常规信息。	-
团队计划前往哈尔滨市开展调研。	6:10:LOC
用户正在比较飞碟的使用体验。	6:8:PRODUCT
用户正在比较风华的使用体验。	6:8:PRODUCT
本次文档说明了不切实际的基本情况。	-
菜单重点介绍了红柿。	7:9:PRODUCT
分析师正在研究签字。	7:9:TECH
报告引用了胁迫。	5:7:LAW
本次路线将经过变电站后继续向前。	7:10:LOC
研究人员正在分析艾滋病。	8:11:TECH
项目正在评估用户登录的应用。	6:10:TECH
本次文档说明了由俭入奢易的基本情况。	-
系统正在处理关于感同身受的常规信息。	-
冠鹤被列入本次物种调查名单。	0:2:SPECIES
里根的生平资料正在整理。	0:2:PER
文档重点解释了入栈。	7:9:TECH
项目正在评估工作原理的应用。	6:10:TECH
菜单重点介绍了五粮液。	7:10:PRODUCT
展会上重点介绍了嘉华的配置。	8:10:PRODUCT
朱熹的生平资料正在整理。	0:2:PER
观测人员记录到了根霉。	8:10:SPECIES
系统正在处理关于蔚然成风的常规信息。	-
分析师正在研究审计。	7:9:TECH
系统正在处理关于望尽天涯路的常规信息。	-
本次路线将经过牧场后继续向前。	7:9:LOC
杜宾犬被列入本次物种调查名单。	0:3:SPECIES
用户正在比较铃木的使用体验。	6:8:PRODUCT
研究人员重新核对了杨磊的相关记录。	9:11:PER
文档重点解释了父类。	7:9:TECH
脑脊髓液被列入本次物种调查名单。	0:4:SPECIES
系统正在处理关于衣带渐宽终不悔的常规信息。	-
研究人员重新核对了李涛的相关记录。	9:11:PER
本案适用乙方。	4:6:LAW
本案适用挂靠。	4:6:LAW
本案适用债务人。	4:7:LAW
本案适用药品监督管理局。	4:11:LAW
研究人员重新核对了杨帆的相关记录。	9:11:PER
研究人员正在分析乳腺癌。	8:11:TECH
文档重点解释了驱动程序。	7:11:TECH
本次路线将经过医院后继续向前。	7:9:LOC
观测人员记录到了灯蛾。	8:10:SPECIES
庄则栋的生平资料正在整理。	0:3:PER
研究人员正在分析产科。	8:10:TECH
项目正在评估HTTP协议的应用。	6:12:TECH
乾泰被列入本次物种调查名单。	0:2:SPECIES
报告引用了仿冒。	5:7:LAW
医学资料中记录了自杀。	8:10:TECH
用户正在比较摩托车配件的使用体验。	6:11:PRODUCT
文档重点解释了文件系统。	7:11:TECH
系统正在处理关于高官厚禄的常规信息。	-
用户正在评价馒头的口感。	6:8:PRODUCT
黄粉虫被列入本次物种调查名单。	0:3:SPECIES
报告引用了赝品。	5:7:LAW
文档重点解释了父节点。	7:10:TECH
项目正在评估默认值的应用。	6:9:TECH
报告引用了专利权。	5:8:LAW
观测人员记录到了印支虎。	8:11:SPECIES
研究人员正在分析恢复。	8:10:TECH
研究人员正在分析包扎。	8:10:TECH
研究人员正在分析献血。	8:10:TECH
研究人员正在分析检测。	8:10:TECH
展会上重点介绍了品牌汽车的配置。	8:12:PRODUCT
研究人员正在分析皮肤。	8:10:TECH
用户正在比较小灯的使用体验。	6:8:PRODUCT
报告引用了个体户。	5:8:LAW
用户正在比较颂歌的使用体验。	6:8:PRODUCT
系统正在处理关于语重心长的常规信息。	-
嘉好被列入本次物种调查名单。	0:2:SPECIES
财经报告重点说明了出台。	9:11:TECH
分析师正在研究开通。	7:9:TECH
项目正在评估数据库表的应用。	6:10:TECH
观测人员记录到了桃花水母。	8:12:SPECIES
分析师正在研究总额。	7:9:TECH
分析师正在研究信贷。	7:9:TECH
本次文档说明了无能为力的基本情况。	-
分析师正在研究批准。	7:9:TECH
本次文档说明了谈笑有鸿儒的基本情况。	-
系统正在处理关于匪夷所思的常规信息。	-
用户正在比较零部件的使用体验。	6:9:PRODUCT
财经报告重点说明了微软。	9:11:TECH
黄占被列入本次物种调查名单。	0:2:SPECIES
用户正在评价防腐剂的口感。	6:9:PRODUCT
用户正在比较越野车的使用体验。	6:9:PRODUCT
用户正在比较强音的使用体验。	6:8:PRODUCT
团队计划前往中学开展调研。	6:8:LOC
医学资料中记录了脂肪。	8:10:TECH
观测人员记录到了鮰鱼。	8:10:SPECIES
郁达夫的生平资料正在整理。	0:3:PER
本次路线将经过新风后继续向前。	7:9:LOC
分析师正在研究伪造。	7:9:TECH
团队计划前往华中科技大学开展调研。	6:12:LOC
本次路线将经过天河后继续向前。	7:9:LOC
本次路线将经过欧亚后继续向前。	7:9:LOC
项目正在评估子树的应用。	6:8:TECH
分析师正在研究物业。	7:9:TECH
本次文档说明了畅通无阻的基本情况。	-
文档重点解释了升序。	7:9:TECH
本次文档说明了厉行节约的基本情况。	-
用户正在评价鸳鸯的口感。	6:8:PRODUCT
灯蛾被列入本次物种调查名单。	0:2:SPECIES
系统正在处理关于流离失所的常规信息。	-
本次路线将经过地税局后继续向前。	7:10:LOC
展会上重点介绍了练习曲的配置。	8:11:PRODUCT
团队计划前往电台开展调研。	6:8:LOC
安南的生平资料正在整理。	0:2:PER
财经报告重点说明了总额。	9:11:TECH
本案适用授权委托书。	4:9:LAW
本案适用规范性。	4:7:LAW
文档重点解释了多重。	7:9:TECH
医学资料中记录了疲劳。	8:10:TECH
项目正在评估3D的应用。	6:8:TECH
医学资料中记录了无害化处理。	8:13:TECH
医学资料中记录了社区医院。	8:12:TECH
报告引用了最终解释权。	5:10:LAW
用户正在评价威士忌的口感。	6:9:PRODUCT
用户正在评价巧克力的口感。	6:9:PRODUCT
狼犬被列入本次物种调查名单。	0:2:SPECIES
研究人员正在分析血流。	8:10:TECH
展会上重点介绍了进气格栅的配置。	8:12:PRODUCT
用户正在比较北京现代的使用体验。	6:10:PRODUCT
项目正在评估建模的应用。	6:8:TECH
财经报告重点说明了环球。	9:11:TECH
本次路线将经过高雄市后继续向前。	7:10:LOC
展会上重点介绍了雅阁的配置。	8:10:PRODUCT
分析师正在研究集团。	7:9:TECH
本次路线将经过南疆后继续向前。	7:9:LOC
本次路线将经过桥上后继续向前。	7:9:LOC
报告引用了资源税。	5:8:LAW
医学资料中记录了腹痛。	8:10:TECH
团队计划前往科技馆开展调研。	6:9:LOC
项目正在评估主线程的应用。	6:9:TECH
菜单重点介绍了二氧化硫。	7:11:PRODUCT
财经报告重点说明了股份。	9:11:TECH
系统正在处理关于推陈出新的常规信息。	-
本次文档说明了旗帜鲜明的基本情况。	-
观测人员记录到了盐酸金刚烷胺。	8:14:SPECIES
团队计划前往市政协开展调研。	6:9:LOC
本次路线将经过二站后继续向前。	7:9:LOC
分析师正在研究华侨。	7:9:TECH
观测人员记录到了犀鸟。	8:10:SPECIES
椰子蟹被列入本次物种调查名单。	0:3:SPECIES
财经报告重点说明了商业。	9:11:TECH
安德烈的生平资料正在整理。	0:3:PER
项目正在评估函数定义的应用。	6:10:TECH
本次路线将经过长治后继续向前。	7:9:LOC
财经报告重点说明了恶化。	9:11:TECH
文档重点解释了Java程序。	7:13:TECH
本次路线将经过南站后继续向前。	7:9:LOC
用户正在比较远舰的使用体验。	6:8:PRODUCT
赤潮生物被列入本次物种调查名单。	0:4:SPECIES
本次路线将经过万家后继续向前。	7:9:LOC
疟原虫被列入本次物种调查名单。	0:3:SPECIES
张扬的生平资料正在整理。	0:2:PER
观测人员记录到了动物克隆。	8:12:SPECIES
团队计划前往加油站开展调研。	6:9:LOC
项目正在评估读取数据的应用。	6:10:TECH
本次文档说明了家喻户晓的基本情况。	-
医学资料中记录了基本药物。	8:12:TECH
研究人员正在分析监护。	8:10:TECH
研究人员重新核对了张艺谋的相关记录。	9:12:PER
项目正在评估子类的应用。	6:8:TECH
展会上重点介绍了金鹰的配置。	8:10:PRODUCT
本次文档说明了粒粒皆辛苦的基本情况。	-
研究人员正在分析医学。	8:10:TECH
分析师正在研究通讯。	7:9:TECH
本次路线将经过大洋后继续向前。	7:9:LOC
菜单重点介绍了乙酸。	7:9:PRODUCT
灰鲸被列入本次物种调查名单。	0:2:SPECIES
财经报告重点说明了账户。	9:11:TECH
项目正在评估#include的应用。	6:14:TECH
本次文档说明了方兴未艾的基本情况。	-
文档重点解释了参考资料。	7:11:TECH
用户正在比较大众中国的使用体验。	6:10:PRODUCT
展会上重点介绍了手动变速箱的配置。	8:13:PRODUCT
本案适用全球化。	4:7:LAW
研究人员重新核对了泰勒的相关记录。	9:11:PER
观测人员记录到了小野猪。	8:11:SPECIES
财经报告重点说明了挂牌。	9:11:TECH
报告引用了门户网站。	5:9:LAW
用户正在评价糖浆的口感。	6:8:PRODUCT
用户正在比较四轮定位的使用体验。	6:10:PRODUCT
菜单重点介绍了贵州茅台。	7:11:PRODUCT
项目正在评估冒号的应用。	6:8:TECH
文档重点解释了加载。	7:9:TECH
报告引用了控告。	5:7:LAW
展会上重点介绍了诺亚的配置。	8:10:PRODUCT
分析师正在研究促销。	7:9:TECH
团队计划前往自治区开展调研。	6:9:LOC
研究人员正在分析金门。	8:10:TECH
文档重点解释了面向对象。	7:11:TECH
报告引用了医药费。	5:8:LAW
紫印被列入本次物种调查名单。	0:2:SPECIES
本案适用小产权。	4:7:LAW
团队计划前往丰盛开展调研。	6:8:LOC
用户正在比较风挡玻璃的使用体验。	6:10:PRODUCT
用户正在比较温度传感器的使用体验。	6:11:PRODUCT
本次路线将经过学院后继续向前。	7:9:LOC
展会上重点介绍了昌河铃木的配置。	8:12:PRODUCT
财经报告重点说明了贸易。	9:11:TECH
牡蛎被列入本次物种调查名单。	0:2:SPECIES
大骨鸡被列入本次物种调查名单。	0:3:SPECIES
本案适用仓单。	4:6:LAW
本案适用版权。	4:6:LAW
研究人员正在分析畸形。	8:10:TECH
苏眉被列入本次物种调查名单。	0:2:SPECIES
分析师正在研究定点。	7:9:TECH
研究人员重新核对了希拉里的相关记录。	9:12:PER
本次路线将经过邮政后继续向前。	7:9:LOC
研究人员正在分析抑郁症。	8:11:TECH
本案适用依法治国。	4:8:LAW
财经报告重点说明了瓶颈。	9:11:TECH
本次文档说明了义不容辞的基本情况。	-
医学资料中记录了矫正。	8:10:TECH
本次路线将经过三市后继续向前。	7:9:LOC
研究人员重新核对了李嘉诚的相关记录。	9:12:PER
研究人员重新核对了王菲的相关记录。	9:11:PER
观测人员记录到了莽牯朱蛤。	8:12:SPECIES
医学资料中记录了急诊。	8:10:TECH
本次文档说明了趋之若鹜的基本情况。	-
项目正在评估创建文件的应用。	6:10:TECH
展会上重点介绍了远光灯的配置。	8:11:PRODUCT
系统正在处理关于无可奈何花落去的常规信息。	-
分析师正在研究违规。	7:9:TECH
膜管被列入本次物种调查名单。	0:2:SPECIES
系统正在处理关于一寸光阴一寸金的常规信息。	-
菜单重点介绍了三明治。	7:10:PRODUCT
本次文档说明了众里寻他千百度的基本情况。	-
财经报告重点说明了租金。	9:11:TECH
用户正在比较前挡风玻璃的使用体验。	6:11:PRODUCT
研究人员重新核对了道光的相关记录。	9:11:PER
观测人员记录到了夏过。	8:10:SPECIES
研究人员重新核对了陶冶的相关记录。	9:11:PER
本次路线将经过东湖后继续向前。	7:9:LOC
观测人员记录到了食虫植物。	8:12:SPECIES
财经报告重点说明了转换。	9:11:TECH
研究人员正在分析出血。	8:10:TECH
用户正在比较诺亚的使用体验。	6:8:PRODUCT
报告引用了公司债。	5:8:LAW
弗格森的生平资料正在整理。	0:3:PER
本案适用船员。	4:6:LAW
团队计划前往金陵开展调研。	6:8:LOC
系统正在处理关于疾风知劲草的常规信息。	-
本次文档说明了必先利其器的基本情况。	-
财经报告重点说明了转让。	9:11:TECH
医学资料中记录了主治医师。	8:12:TECH
系统正在处理关于潮平两岸阔的常规信息。	-
本次路线将经过惠州市后继续向前。	7:10:LOC
本次路线将经过批发市场后继续向前。	7:11:LOC
研究人员正在分析病变。	8:10:TECH
观测人员记录到了灵长目动物。	8:13:SPECIES
本次文档说明了参差不齐的基本情况。	-
研究人员重新核对了杰克逊的相关记录。	9:12:PER
菜单重点介绍了芦笋。	7:9:PRODUCT
研究人员重新核对了周强的相关记录。	9:11:PER
李静的生平资料正在整理。	0:2:PER
研究人员重新核对了熊丙奇的相关记录。	9:12:PER
财经报告重点说明了筹备。	9:11:TECH
展会上重点介绍了战斧的配置。	8:10:PRODUCT
医学资料中记录了基因。	8:10:TECH
报告引用了有效期。	5:8:LAW
观测人员记录到了木回。	8:10:SPECIES
研究人员重新核对了罗伯特的相关记录。	9:12:PER
本案适用业主委员会。	4:9:LAW
财经报告重点说明了超标。	9:11:TECH
医学资料中记录了病毒。	8:10:TECH
项目正在评估赋值的应用。	6:8:TECH
分析师正在研究红包。	7:9:TECH
系统正在处理关于恍然大悟的常规信息。	-
本次路线将经过杭州市后继续向前。	7:10:LOC
本案适用按揭贷款。	4:8:LAW
报告引用了诈骗罪。	5:8:LAW
鹩哥被列入本次物种调查名单。	0:2:SPECIES
用户正在评价滑石粉的口感。	6:9:PRODUCT
本次文档说明了无官一身轻的基本情况。	-
项目正在评估用户界面的应用。	6:10:TECH
小鲤被列入本次物种调查名单。	0:2:SPECIES
本案适用最终解释权。	4:9:LAW
系统正在处理关于载歌载舞的常规信息。	-
研究人员正在分析生物。	8:10:TECH
团队计划前往惠州市开展调研。	6:9:LOC
报告引用了伪劣产品。	5:9:LAW
报告引用了营业执照。	5:9:LAW
本次文档说明了解放思想的基本情况。	-
本次路线将经过丰满后继续向前。	7:9:LOC
本次文档说明了吹尽狂沙始到金的基本情况。	-
本次文档说明了万水千山只等闲的基本情况。	-
展会上重点介绍了前风挡的配置。	8:11:PRODUCT
项目正在评估可执行文件的应用。	6:11:TECH
本次路线将经过污水处理厂后继续向前。	7:12:LOC
项目正在评估程序代码的应用。	6:10:TECH
医学资料中记录了大腿。	8:10:TECH
本次文档说明了莫道君行早的基本情况。	-
本案适用侵犯版权。	4:8:LAW
本次路线将经过新天地后继续向前。	7:10:LOC
报告引用了跨越。	5:7:LAW
本次路线将经过消防局后继续向前。	7:10:LOC
团队计划前往国税局开展调研。	6:9:LOC
本次路线将经过福州市后继续向前。	7:10:LOC
本次路线将经过商业银行后继续向前。	7:11:LOC
本次路线将经过美术学院后继续向前。	7:11:LOC
分析师正在研究发展。	7:9:TECH
夜鹰被列入本次物种调查名单。	0:2:SPECIES
系统正在处理关于承前启后的常规信息。	-
团队计划前往长春市开展调研。	6:9:LOC
项目正在评估标识符的应用。	6:9:TECH
牵牛子被列入本次物种调查名单。	0:3:SPECIES
用户正在比较挑战者的使用体验。	6:9:PRODUCT
本案适用袭警。	4:6:LAW
本次文档说明了各式各样的基本情况。	-
本次路线将经过中学后继续向前。	7:9:LOC
本次路线将经过仓库后继续向前。	7:9:LOC
项目正在评估数据结构的应用。	6:10:TECH
医学资料中记录了内分泌。	8:11:TECH
本次文档说明了千千万万的基本情况。	-
本次路线将经过集贸市场后继续向前。	7:11:LOC
用户正在比较新车型的使用体验。	6:9:PRODUCT
团队计划前往田里开展调研。	6:8:LOC
医学资料中记录了生物技术。	8:12:TECH
系统正在处理关于不知为不知的常规信息。	-
用户正在评价奶油的口感。	6:8:PRODUCT
本案适用特别规定。	4:8:LAW
嗜盐菌被列入本次物种调查名单。	0:3:SPECIES
观测人员记录到了保洁净。	8:11:SPECIES
分析师正在研究受贿。	7:9:TECH
团队计划前往也门开展调研。	6:8:LOC
团队计划前往丝路开展调研。	6:8:LOC
系统正在处理关于为有源头活水来的常规信息。	-
报告引用了债权。	5:7:LAW
团队计划前往前海开展调研。	6:8:LOC
菜单重点介绍了烤肉。	7:9:PRODUCT
用户正在比较电瓶的使用体验。	6:8:PRODUCT
刘娜的生平资料正在整理。	0:2:PER
团队计划前往山西省开展调研。	6:9:LOC
崔天凯的生平资料正在整理。	0:3:PER
文档重点解释了应用层。	7:10:TECH
本次文档说明了举足轻重的基本情况。	-
财经报告重点说明了担保。	9:11:TECH
报告引用了注册会计师。	5:10:LAW
本次文档说明了耐人寻味的基本情况。	-
分析师正在研究转换。	7:9:TECH
项目正在评估用例的应用。	6:8:TECH
本次文档说明了飞流直下三千尺的基本情况。	-
报告引用了接管。	5:7:LAW
展会上重点介绍了头部空间的配置。	8:12:PRODUCT
本次路线将经过钱江后继续向前。	7:9:LOC
用户正在评价冬瓜的口感。	6:8:PRODUCT
团队计划前往承德开展调研。	6:8:LOC
本案适用行为规范。	4:8:LAW
菜单重点介绍了铁观音。	7:10:PRODUCT
本案适用中国农业银行。	4:10:LAW
展会上重点介绍了远舰的配置。	8:10:PRODUCT
团队计划前往黎巴嫩开展调研。	6:9:LOC
本次文档说明了亦余心之所善兮的基本情况。	-
本次文档说明了拳打脚踢的基本情况。	-
项目正在评估二维数组的应用。	6:10:TECH
本案适用泄密。	4:6:LAW
团队计划前往党校开展调研。	6:8:LOC
本次路线将经过海口市后继续向前。	7:10:LOC
本案适用责任保险。	4:8:LAW
用户正在比较手动变速箱的使用体验。	6:11:PRODUCT
裂殖被列入本次物种调查名单。	0:2:SPECIES
系统正在处理关于沉舟侧畔千帆过的常规信息。	-
本次路线将经过山西省后继续向前。	7:10:LOC
团队计划前往北川开展调研。	6:8:LOC
项目正在评估参数设置的应用。	6:10:TECH
报告引用了仓单。	5:7:LAW
研究人员正在分析治愈。	8:10:TECH
团队计划前往阿富汗开展调研。	6:9:LOC
研究人员正在分析中医。	8:10:TECH
研究人员重新核对了王欣的相关记录。	9:11:PER
系统正在处理关于虽九死其犹未悔的常规信息。	-
系统正在处理关于异军突起的常规信息。	-
胡志明的生平资料正在整理。	0:3:PER
建安的生平资料正在整理。	0:2:PER
报告引用了建设部。	5:8:LAW
团队计划前往殡仪馆开展调研。	6:9:LOC
报告引用了一审。	5:7:LAW
本次路线将经过乡政府后继续向前。	7:10:LOC
研究人员重新核对了沃伦的相关记录。	9:11:PER
本次路线将经过西城后继续向前。	7:9:LOC
分析师正在研究福利。	7:9:TECH
本次路线将经过邮局后继续向前。	7:9:LOC
潜叶蝇被列入本次物种调查名单。	0:3:SPECIES
报告引用了农业税。	5:8:LAW
本次路线将经过省辖市后继续向前。	7:10:LOC
刘胡兰的生平资料正在整理。	0:3:PER
用户正在评价面包的口感。	6:8:PRODUCT
宋庆龄的生平资料正在整理。	0:3:PER
小蜜蜂被列入本次物种调查名单。	0:3:SPECIES
本案适用没收。	4:6:LAW
温家宝的生平资料正在整理。	0:3:PER
本次路线将经过酒店后继续向前。	7:9:LOC
菜单重点介绍了臭豆腐。	7:10:PRODUCT
印支虎被列入本次物种调查名单。	0:3:SPECIES
研究人员重新核对了潘基文的相关记录。	9:12:PER
本案适用市场经济。	4:8:LAW
文档重点解释了只读。	7:9:TECH
观测人员记录到了孢子虫病。	8:12:SPECIES
研究人员正在分析骨头。	8:10:TECH
报告引用了未遂。	5:7:LAW
本次路线将经过森林公园后继续向前。	7:11:LOC
团队计划前往株洲市开展调研。	6:9:LOC
展会上重点介绍了维修厂的配置。	8:11:PRODUCT
报告引用了责任保险。	5:9:LAW
用户正在评价海鲜的口感。	6:8:PRODUCT
财经报告重点说明了福利。	9:11:TECH
用户正在评价芥末的口感。	6:8:PRODUCT
本次文档说明了举一反三的基本情况。	-
用户正在比较砂纸的使用体验。	6:8:PRODUCT
系统正在处理关于读书破万卷的常规信息。	-
刘涛的生平资料正在整理。	0:2:PER
毛冠鹿被列入本次物种调查名单。	0:3:SPECIES
新疆虎被列入本次物种调查名单。	0:3:SPECIES
研究人员重新核对了艾伦的相关记录。	9:11:PER
财经报告重点说明了救援。	9:11:TECH
丹阳的生平资料正在整理。	0:2:PER
报告引用了印花税。	5:8:LAW
本次路线将经过县级市后继续向前。	7:10:LOC
研究人员正在分析抽搐。	8:10:TECH
研究人员正在分析生命体征。	8:12:TECH
本案适用娱乐活动。	4:8:LAW
本次文档说明了落霞与孤鹜齐飞的基本情况。	-
叫姑姑被列入本次物种调查名单。	0:3:SPECIES
财经报告重点说明了信贷。	9:11:TECH
展会上重点介绍了测试机的配置。	8:11:PRODUCT
用户正在比较新凯的使用体验。	6:8:PRODUCT
项目正在评估首字母的应用。	6:9:TECH
用户正在比较奥克斯的使用体验。	6:9:PRODUCT
医学资料中记录了流泪。	8:10:TECH
研究人员正在分析卫生监督。	8:12:TECH
分析师正在研究经理。	7:9:TECH
系统正在处理关于众说纷纭的常规信息。	-
本次路线将经过新开后继续向前。	7:9:LOC
系统正在处理关于花开时节动京城的常规信息。	-
团队计划前往农行开展调研。	6:8:LOC
文档重点解释了编写代码。	7:11:TECH
本次文档说明了直言不讳的基本情况。	-
文档重点解释了背景色。	7:10:TECH
文档重点解释了图形界面。	7:11:TECH
财经报告重点说明了风险。	9:11:TECH
本次文档说明了明月几时有的基本情况。	-
医学资料中记录了便秘。	8:10:TECH
本案适用强制执行。	4:8:LAW
文档重点解释了模块化。	7:10:TECH
研究人员正在分析血液。	8:10:TECH
张华的生平资料正在整理。	0:2:PER
郭晶晶的生平资料正在整理。	0:3:PER
本次路线将经过同济大学后继续向前。	7:11:LOC
研究人员重新核对了毛泽东的相关记录。	9:12:PER
团队计划前往广东省开展调研。	6:9:LOC
研究人员正在分析便秘。	8:10:TECH
观测人员记录到了台鸽。	8:10:SPECIES
本次文档说明了一心一意的基本情况。	-
团队计划前往稻田开展调研。	6:8:LOC
报告引用了赔礼道歉。	5:9:LAW
研究人员重新核对了盖茨的相关记录。	9:11:PER
用户正在比较品牌汽车的使用体验。	6:10:PRODUCT
本次文档说明了水善利万物而不争的基本情况。	-
项目正在评估服务端的应用。	6:9:TECH
本次文档说明了前所未有的基本情况。	-
观测人员记录到了胃毒作用。	8:12:SPECIES
报告引用了展期。	5:7:LAW
本次路线将经过罗湖后继续向前。	7:9:LOC
本次文档说明了风云变幻的基本情况。	-
报告引用了判决。	5:7:LAW
亚纲被列入本次物种调查名单。	0:2:SPECIES
研究人员正在分析烫伤。	8:10:TECH
研究人员正在分析止血。	8:10:TECH
本次文档说明了己欲达而达人的基本情况。	-
研究人员正在分析骨骼。	8:10:TECH
报告引用了经研究。	5:8:LAW
系统正在处理关于何去何从的常规信息。	-
团队计划前往辽宁省开展调研。	6:9:LOC
观测人员记录到了法国斗牛犬。	8:13:SPECIES
本案适用模式。	4:6:LAW
本次路线将经过番禺后继续向前。	7:9:LOC
本案适用小产权房。	4:8:LAW
本次路线将经过田里后继续向前。	7:9:LOC
财经报告重点说明了太平洋。	9:12:TECH
报告引用了自告。	5:7:LAW
用户正在评价洋葱的口感。	6:8:PRODUCT
研究人员重新核对了金庸的相关记录。	9:11:PER
研究人员正在分析截肢。	8:10:TECH
财经报告重点说明了投资者。	9:12:TECH
财经报告重点说明了网络。	9:11:TECH
用户正在比较汽车零部件的使用体验。	6:11:PRODUCT
研究人员正在分析医疗机构。	8:12:TECH
项目正在评估文件大小的应用。	6:10:TECH
团队计划前往中心区开展调研。	6:9:LOC
本次路线将经过内蒙古自治区后继续向前。	7:13:LOC
王莹的生平资料正在整理。	0:2:PER
报告引用了牟利。	5:7:LAW
用户正在评价臭豆腐的口感。	6:9:PRODUCT
本案适用国家法律。	4:8:LAW
本案适用保险合同。	4:8:LAW
本次文档说明了物美价廉的基本情况。	-
项目正在评估扩展名的应用。	6:9:TECH
医学资料中记录了失眠。	8:10:TECH
研究人员正在分析体质。	8:10:TECH
本次路线将经过沃尔玛后继续向前。	7:10:LOC
戴高乐的生平资料正在整理。	0:3:PER
研究人员重新核对了亨利的相关记录。	9:11:PER
理查德的生平资料正在整理。	0:3:PER
尼克松的生平资料正在整理。	0:3:PER
系统正在处理关于玉宇澄清万里埃的常规信息。	-
医学资料中记录了金门。	8:10:TECH
研究人员重新核对了张俊的相关记录。	9:11:PER
医学资料中记录了疗程。	8:10:TECH
团队计划前往区内开展调研。	6:8:LOC
团队计划前往车站开展调研。	6:8:LOC
本案适用殴打。	4:6:LAW
团队计划前往湘潭市开展调研。	6:9:LOC
研究人员重新核对了刘邦的相关记录。	9:11:PER
研究人员正在分析住院部。	8:11:TECH
用户正在比较牵引的使用体验。	6:8:PRODUCT
本次路线将经过军营后继续向前。	7:9:LOC
系统正在处理关于天高任鸟飞的常规信息。	-
报告引用了文化部。	5:8:LAW
文档重点解释了重定向。	7:10:TECH
研究人员正在分析症状。	8:10:TECH
观测人员记录到了越前龙。	8:11:SPECIES
团队计划前往会同开展调研。	6:8:LOC
本次路线将经过市里后继续向前。	7:9:LOC
研究人员重新核对了张扬的相关记录。	9:11:PER
用户正在比较幻影的使用体验。	6:8:PRODUCT
本次文档说明了志同道合的基本情况。	-
菜单重点介绍了咖喱。	7:9:PRODUCT
医学资料中记录了吸收。	8:10:TECH
文档重点解释了Java代码。	7:13:TECH
菜单重点介绍了青菜。	7:9:PRODUCT
用户正在评价面皮的口感。	6:8:PRODUCT
法国斗牛犬被列入本次物种调查名单。	0:5:SPECIES
本次文档说明了百花齐放的基本情况。	-
报告引用了有价证券。	5:9:LAW
牛蝇被列入本次物种调查名单。	0:2:SPECIES
团队计划前往运河开展调研。	6:8:LOC
研究人员正在分析皮肤病。	8:11:TECH
研究人员重新核对了李强的相关记录。	9:11:PER
团队计划前往消防局开展调研。	6:9:LOC
研究人员重新核对了杜鹃的相关记录。	9:11:PER
系统正在处理关于心急如焚的常规信息。	-
文档重点解释了大小写。	7:10:TECH
报告引用了年终奖。	5:8:LAW
研究人员正在分析外科。	8:10:TECH
项目正在评估操作符的应用。	6:9:TECH
本次路线将经过云南省后继续向前。	7:10:LOC
菜单重点介绍了蛋糕。	7:9:PRODUCT
桃花水母被列入本次物种调查名单。	0:4:SPECIES
观测人员记录到了赤眼蜂。	8:11:SPECIES
团队计划前往暨南大学开展调研。	6:10:LOC
系统正在处理关于学海无涯苦作舟的常规信息。	-
用户正在评价石榴的口感。	6:8:PRODUCT
本次路线将经过丝绸之路后继续向前。	7:11:LOC
用户正在比较托架的使用体验。	6:8:PRODUCT
本次文档说明了尽如人意的基本情况。	-
卢武铉的生平资料正在整理。	0:3:PER
缬草被列入本次物种调查名单。	0:2:SPECIES
医学资料中记录了支架。	8:10:TECH
研究人员重新核对了张辉的相关记录。	9:11:PER
展会上重点介绍了仪表台的配置。	8:11:PRODUCT
